key,filename,category,priority,seconds,label,prompt
"direct-EARTH","direct-EARTH.mp4","monster","3","6","direct · EARTH","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a monster hologram charges past an empty field and slams into a duelist's holographic barrier, amber and bronze earth energy, dust and stone exploding outward, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"direct-FIRE","direct-FIRE.mp4","monster","3","6","direct · FIRE","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a monster hologram charges past an empty field and slams into a duelist's holographic barrier, orange and red flame, embers streaming exploding outward, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"direct-LIGHT","direct-LIGHT.mp4","monster","3","6","direct · LIGHT","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a monster hologram charges past an empty field and slams into a duelist's holographic barrier, brilliant white and cyan energy, blinding highlights exploding outward, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"direct-WIND","direct-WIND.mp4","monster","3","6","direct · WIND","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a monster hologram charges past an empty field and slams into a duelist's holographic barrier, green and white air currents, swirling gusts exploding outward, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"finish","finish.mp4","monster","3","6","finish","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. the holograms collapse and the arena lights fall as a duel ends, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"fusion-DARK","fusion-DARK.mp4","monster","3","6","fusion · DARK","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two monster holograms spiral together into a blazing fusion vortex and a single larger creature erupts from it, deep violet and black energy, purple rim light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"fusion-EARTH","fusion-EARTH.mp4","monster","3","6","fusion · EARTH","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two monster holograms spiral together into a blazing fusion vortex and a single larger creature erupts from it, amber and bronze earth energy, dust and stone, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"fusion-FIRE","fusion-FIRE.mp4","monster","3","6","fusion · FIRE","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two monster holograms spiral together into a blazing fusion vortex and a single larger creature erupts from it, orange and red flame, embers streaming, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"fusion-LIGHT","fusion-LIGHT.mp4","monster","3","6","fusion · LIGHT","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two monster holograms spiral together into a blazing fusion vortex and a single larger creature erupts from it, brilliant white and cyan energy, blinding highlights, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"fusion-WIND","fusion-WIND.mp4","monster","3","6","fusion · WIND","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two monster holograms spiral together into a blazing fusion vortex and a single larger creature erupts from it, green and white air currents, swirling gusts, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"spell","spell.mp4","monster","3","6","spell","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a huge holographic spell card flips face-up and washes the arena in green light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"trap","trap.mp4","monster","3","6","trap","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a huge holographic trap card flips face-up and floods the arena with hostile red light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
